type,cat,title,author,pub_date,tags,volume
영상,조직,왜 직원경험인가?,정태희,2024-07-01,#직원경험#조직몰입#Employee Experience,
영상,조직,"보상 공정성, 남겨진 과제",김주수,2024-07-01,#보상 시스템#조직문화 구축#HR Trend,
영상,조직,공정성을 높이기 위한 보상 전략,김주수,2024-07-01,#공정성#조직문화 구축#HR Trend,
영상,조직,MZ세대 무엇이 다른가,김주수,2024-07-01,#MZ#조직문화 구축#HR Trend,
영상,조직,포스트코로나 시대의 새로운 리더십,김주수,2024-07-01,#리더십#조직문화 구축#HR Trend,
영상,조직,임팩트 있는 산출물을 만드는 ATDD,이미준,2024-07-01,#협업#ATDD#리더십과 커뮤니케이션,
영상,조직,메이커들과의 협업 방식에 대한 정의,이미준,2024-07-01,#협업#리더십과 커뮤니케이션#PO,
영상,경영,제일 중요한 진심에 대해 말하다,이소은,2024-07-01,#전략적 커뮤니케이션#퍼블릭 스피킹#진정성,
영상,경영,"사람과 자연, 건설의 공존을 위한 지속가능 설계 기술",유명훈,2024-07-01,#윤리경영#명품#ESG,
영상,경영,금리와 환율과 유가의 큰 그림,김정인,2024-07-01,#유가#경제 환경#금리와 환율,
영상,경영,"이론과 실제, 왜 다른가요",김정인,2024-07-01,#시장#경제 환경#시장 실패,
영상,경영,시장이 뭔데요(이론편),김정인,2024-07-01,#시장#경제 용어#경제 환경,
영상,경영,시장이 뭔데요(현실편),김정인,2024-07-01,#균형#시장#경제 환경,
영상,관계,"조직 변화 모먼트, 리더의 긍정피드백",이동환,2024-07-01,#피드백#감정수업#리더의 관계,
영상,관계,조직의 피로를 낮추는 리더의 릴렉스타임,이동환,2024-07-01,#감정수업#리더의 관계#릴렉스 타임,
영상,경영,교육에 ESG 기술을 담다,유명훈,2024-07-01,#윤리경영#교육#ESG,
영상,경영,기후변화 리스크 없는 에너지 솔루션,유명훈,2024-07-01,#윤리경영#에너지 산업#ESG,
영상,경영,"언어의 무게, 언어 사용 마인드에 대해 말하다",이소은,2024-07-01,#전략적 커뮤니케이션#퍼블릭 스피킹#리더의 언어,
영상,경영,"재활용을 넘어 업사이클링까지, 리테일의 ESG 혁명",유명훈,2024-07-01,#윤리경영#ESG#물류 산업,
영상,경영,"디지털 헬스케어의 중심, ESG",유명훈,2024-07-01,#윤리경영#ESG#고령화,
영상,경영,제조업의 ESG 트렌드를 읽어라,유명훈,2024-07-01,#윤리경영#ESG#시장의 요구와 기회,
영상,조직,MZ세대 DNA로 탈바꿈하는 조직문화,박신윤,2024-07-01,#혁신전략#정서적 몰입#조직문화 구축,
영상,조직,"DT, 변화가 곧 조직문화!",박신윤,2024-07-01,#혁신전략#IT#조직문화 구축,
영상,조직,"홀라크라시 시스템, 리모트 워크의 새로운 조직문화",박신윤,2024-07-01,#혁신전략#원격근무#조직문화 구축,
영상,조직,조직구조와 조직문화를 얼라인하라!,박신윤,2024-07-01,#혁신전략#실패와 혁신#조직문화 구축,
영상,경영,금융경기는 흘러 다닌다,김정인,2024-07-01,#경제 환경#금리와 환율#돈의 가치,
영상,경영,돈의 이름은 여러 가지,김정인,2024-07-01,#금리#경제 환경#현금의 유동성,
영상,경영,금리는 돈의 소비자권장가격,김정인,2024-07-01,#금리#경제 환경#돈의 가치,
영상,경영,인플레이션과 경제성장,김정인,2024-07-01,#금리#인플레이션#경제 환경,
영상,경영,대화의 퍼즐을 맞추는 모더레이터,이소은,2024-07-01,#전략적 커뮤니케이션#퍼블릭 스피킹#모더레이터,
영상,경영,"인정받는 말하기, 테크닉을 말하다",이소은,2024-07-01,#목소리#전략적 커뮤니케이션#퍼블릭 스피킹,
영상,경영,"말의 첫인사, 인사말을 말하다",이소은,2024-07-01,#인사말#전략적 커뮤니케이션#퍼블릭 스피킹,
영상,경영,세상을 바꾸는 말하기의 영향력,이소은,2024-07-01,#전략적 커뮤니케이션#퍼블릭 스피킹#리더의 언어,
영상,경영,"마음을 움직이는 퍼블릭 스피킹의 비밀, 스토리",이소은,2024-07-01,#스토리#전략적 커뮤니케이션#퍼블릭 스피킹,
영상,경영,"저성장, 고성장, 과성장(오일쇼크)",김정인,2024-07-01,#유가#경제 환경#이상 기후,
영상,경영,유가의 지정학,김정인,2024-07-01,#유가#경제 환경#지정학적 특징,
영상,경영,"유가, 현대 경제의 기초체력",김정인,2024-07-01,#유가#원유#경제 환경,
영상,경영,금리와 환율의 상관관계(IMF 외환위기 편),김정인,2024-07-01,#환율#경제 환경#IMF 외환위기,
영상,경영,금리와 환율의 상관관계(개념편),김정인,2024-07-01,#환율#경제 환경#미국 달러,
영상,경영,미국과 중국의 기축통화 경쟁,김정인,2024-07-01,#환율#중국#경제 환경,
영상,경영,미국이 기축통화국인 이유는 힘이 세니까?,김정인,2024-07-01,#환율#기축통화#경제 환경,
영상,경영,우리나라 경제가 무역(환율)에 달렸다는데,김정인,2024-07-01,#환율#경제 환경#무역구조,
영상,경영,환율의 배경지식은 무역,김정인,2024-07-01,#환율#무역#경제 환경,
영상,경영,미국 기준금리가 우리나라 경제뉴스가 되는 이유,김정인,2024-07-01,#금리#경제 환경#돈의 가치,
영상,조직,포트폴리오 중심 커리어 라이프 플랜,정태희,2024-07-01,#인재밀도 높이기#커리어 라이프 플랜#Employee Journey,
영상,조직,직원경험 관점의 경력 개발,정태희,2024-07-01,#경력개발#인재밀도 높이기#Employee Journey,
영상,조직,뉴노멀 평가 프로세스 OKR과 평과결과의 활용,정태희,2024-07-01,#OKR#인재밀도 높이기#Employee Journey,
영상,조직,Chat GPT로 인재의 이탈을 막아라,윤명훈,2024-07-01,#학습조직#chat gpt#HR,
영상,조직,최근 비즈니스 환경의 다양성 관리 방법,박혜형,2024-07-01,#DEI#실리콘 밸리#오픈과 협업,
영상,조직,"다양성 전략과 성과, 다양성 정책",박혜형,2024-07-01,#DEI#다양성 관리#오픈과 협업,
영상,조직,조직 내 다양성 관리의 중요성,박혜형,2024-07-01,#DEI#다양성 관리#오픈과 협업,
영상,조직,DEI 관련 주요 용어,박혜형,2024-07-01,#DEI#다양성 포용성 형평성#오픈과 협업,
영상,조직,DEI의 필요성,박혜형,2024-07-01,#DEI#조직문화#오픈과 협업,
영상,조직,DEI란 무엇인가,박혜형,2024-07-01,#DEI#고유 속성#오픈과 협업,
영상,조직,Chat GPT로 똑똑하게 평가 ＆ 보상하기,이중학,2024-07-01,#학습조직#chat gpt#HR,
영상,조직,채용의 과정을 혁신하다 : HR Chat GPT,윤명훈,2024-07-01,#학습조직#chat gpt#HR,
영상,조직,"시장과 기업의 변화, 그리고 애자일 조직",김현정,2024-07-01,#마이크로소프트#애자일 조직#성장 마인드셋,
영상,조직,Chat GPT로 만나는 HRD의 넥스트 레벨,이중학,2024-07-01,#학습조직#chat gpt#HR,
영상,조직,Chat GPT가 만든 HR 혁신,이중학,2024-07-01,#학습조직#chat gpt#HR,
영상,생각,성장 네트워킹 활용 방법,김현정,2024-07-01,#선한 영향력#애자일 조직#성장 마인드셋,
영상,생각,"애자일 조직, 리더십의 변화",김현정,2024-07-01,#마이크로소프트#애자일 조직#성장 마인드셋,
영상,생각,파트너십 7 STEP,김현정,2024-07-01,#파트너십#애자일 조직#성장 마인드셋,
영상,생각,함께 성장하는 파트너십 4원칙,김현정,2024-07-01,#파트너십#애자일 조직#성장 마인드셋,
영상,생각,"파트너십, 롱런하는 성장과 커리어 관리의 비결",이소영,2024-07-01,#커리어#애자일 조직#성장 마인드셋,
영상,조직,우리나라의 조직문화,박혜형,2024-07-01,#DEI#조직문화#오픈과 협업,
영상,조직,조직문화와 DEI,박혜형,2024-07-01,#DEI#MZ#오픈과 협업,
영상,조직,조직문화 변화 방향,박혜형,2024-07-01,#DEI#조직문화#오픈과 협업,
영상,조직,세대 차이가 발생하는 이유,박혜형,2024-07-01,#세대 차이#DEI#오픈과 협업,
영상,조직,DEI 조직문화 구축 사례,박혜형,2024-07-01,#DEI#조직문화#오픈과 협업,
영상,조직,조직문화 점검,박혜형,2024-07-01,#DEI#다양성 진단#오픈과 협업,
영상,조직,해외기업 사례,박혜형,2024-07-01,#DEI#오픈과 협업#해외기업 사례,
영상,조직,국내기업 사례,박혜형,2024-07-01,#DEI#오픈과 협업#유한킴벌리,
영상,조직,기업에서의 DEI의 중요성,박혜형,2024-07-01,#DEI#애플#오픈과 협업,
영상,조직,다양한 사람들과 함께 사는 사회,박혜형,2024-07-01,#DEI#오픈과 협업#유니버셜 디자인,
영상,조직,장애가 아닌 디퍼런트 어빌리티,박혜형,2024-07-01,#장애#DEI#오픈과 협업,
영상,조직,장애를 바라보는 우리의 시선,박혜형,2024-07-01,#장애#DEI#오픈과 협업,
영상,조직,세상을 다양하게 보는 방법,박혜형,2024-07-01,#DEI#성 고정관념#오픈과 협업,
영상,조직,한국의 문화가 가지고 오는 차이와 차별,박혜형,2024-07-01,#DEI#오픈과 협업#차이와 차별,
영상,조직,"차이와 차별, 어떻게 다른 것인가",박혜형,2024-07-01,#DEI#오픈과 협업#차이와 차별,
영상,조직,성별 다양성을 높이기 위한 방법,박혜형,2024-07-01,#DEI#성별 다양성#오픈과 협업,
영상,조직,화성에서 온 남자 금성에서 온 여자,박혜형,2024-07-01,#성차별#DEI#오픈과 협업,
영상,조직,세대 간 다름은 다양성 조화의 기회,박혜형,2024-07-01,#세대 차이#DEI#오픈과 협업,
영상,조직,세대 별 이해 및 차이점,박혜형,2024-07-01,#DEI#세대 공존#오픈과 협업,
영상,조직,애자일 조직 인재의 핵심 역량,김현정,2024-07-01,#인재상#애자일 조직#성장 마인드셋,
영상,조직,디지털 전환 시대의 인재,김현정,2024-07-01,#애자일 조직#성장 마인드셋#조직문화,
영상,조직,직원경험의 개념,장영균(서강대),2024-07-01,#직원경험#인재밀도 높이기#직업경험,
영상,경영,비용의 변형 : 원가/자산/손실,유흥관(위즈덤씨드),2024-07-01,#재무관리#원가의 개념#자산과 손실,
영상,경영,실무에 적용하는 원가 배부,유흥관(위즈덤씨드),2024-07-01,#재무관리#원가배분#원가의 계산,
영상,경영,원가정보의 추출과 활용,유흥관(위즈덤씨드),2024-07-01,#재무관리#원가정보#원가의 계산,
영상,경영,손익계산서 읽기,유흥관(위즈덤씨드),2024-07-01,#재무관리#손익계산서#원가의 계산,
영상,경영,전자공시 활용 방법,유흥관(위즈덤씨드),2024-07-01,#재무관리#재무정보#원가의 계산,
영상,경영,제조원가명세서의 작성,유흥관(위즈덤씨드),2024-07-01,#재무관리#제조원가명세서#원가의 계산,
영상,경영,제조과정과 원가흐름,유흥관(위즈덤씨드),2024-07-01,#재무관리#원가 흐름#원가의 계산,
영상,경영,제품의 원가,유흥관(위즈덤씨드),2024-07-01,#재무관리#원가 계산#원가의 계산,
영상,경영,비용의 종류 : 변동비와 고정비,유흥관(위즈덤씨드),2024-07-01,#재무관리#변동비와 고정비#원가의 개념,
영상,경영,원가 절감과 가치 창조,유흥관(위즈덤씨드),2024-07-01,#재무관리#원가 분석#전략적 원가 절감,
영상,경영,원가 분석을 통한 비즈모델 개발,유흥관(위즈덤씨드),2024-07-01,#재무관리#원가 분석#원가의 개념,
영상,경영,원가계산의 목적과 유용성,유흥관(위즈덤씨드),2024-07-01,#재무관리#원가계산#원가의 개념,
영상,경영,재무회계와 관리회계의 비교,유흥관(위즈덤씨드),2024-07-01,#재무관리#의사결정#원가의 개념,
영상,경영,원가의 정의,유흥관(위즈덤씨드),2024-07-01,#재무관리#원가의 개념#자원소비,
영상,조직,성공적인 직원경험설계를 위해 필요한 HR 역량,정태희,2024-07-01,#직원경험#인재밀도 높이기#Employee Journey,
영상,조직,직원 경험의 핵심 체크 포인트,정태희,2024-07-01,#직원경험#인재밀도 높이기#Employee Journey,
영상,조직,하이브리드 워크 환경에서 고성과 문화 만들기,정태희,2024-07-01,#고성과 문화#인재밀도 높이기#Employee Journey,
영상,경영,개별원가,유흥관(위즈덤씨드),2024-07-01,#재무관리#개별원가계산#원가의 계산,
영상,경영,수주산업의 손익구조,유흥관(위즈덤씨드),2024-07-01,#재무관리#손익구조#원가의 계산,
영상,경영,대량 생산과 종합원가,유흥관(위즈덤씨드),2024-07-01,#종합원가#재무관리#원가 정보 활용,
영상,경영,기준과 관리 - 표준원가,유흥관(위즈덤씨드),2024-07-01,#재무관리#표준원가#원가 정보 활용,
영상,경영,일률적인 원가 삭감의 문제,유흥관(위즈덤씨드),2024-07-01,#재무관리#원가 삭감#원가 분석,
영상,경영,가치 활동 분석과 원가 동인 통제,유흥관(위즈덤씨드),2024-07-01,#재무관리#가치활동 분석#원가 분석,
영상,경영,경쟁 입찰과 비용 관리,유흥관(위즈덤씨드),2024-07-01,#재무관리#비용 관리#원가 분석,
영상,경영,대안 찾기와 전략적 제휴,유흥관(위즈덤씨드),2024-07-01,#재무관리#대안찾기와 전략적 제휴#원가 분석,
영상,경영,AT커니의 체스보드 모델,유흥관(위즈덤씨드),2024-07-01,#재무관리#원가 분석#체스보드 모델,
영상,경영,인건비의 절감,유흥관(위즈덤씨드),2024-07-01,#재무관리#인건비#원가 분석,
영상,경영,재료비의 절감,유흥관(위즈덤씨드),2024-07-01,#재무관리#재료비 절감#원가 분석,
영상,경영,표준원가와 차이분석,유흥관(위즈덤씨드),2024-07-01,#재무관리#차이분석#원가 분석,
영상,경영,상류원가의 개선,유흥관(위즈덤씨드),2024-07-01,#재무관리#상류원가#원가 분석,
영상,경영,목표이익과 목표원가,유흥관(위즈덤씨드),2024-07-01,#재무관리#목표원가#원가 분석,
영상,경영,원가 절감과 낭비,유흥관(위즈덤씨드),2024-07-01,#재무관리#낭비#원가 분석,
영상,경영,NPV와 IRR,유흥관(위즈덤씨드),2024-07-01,#재무관리#원가 정보 활용#NPV,
영상,경영,단기의사결정론,유흥관(위즈덤씨드),2024-07-01,#재무관리#단기의사결정론#원가 정보 활용,
영상,경영,손익분기점 - CVP분석,유흥관(위즈덤씨드),2024-07-01,#CVP분석#재무관리#원가 정보 활용,
영상,경영,재고를 줄여라 - 변동원가,유흥관(위즈덤씨드),2024-07-01,#재무관리#변동원가#원가 정보 활용,
영상,조직,직원경험의 등장배경,장영균(서강대),2024-07-01,#직원경험#인재밀도 높이기#입사 초기 경험,
영상,조직,"앞으로의 HR, 그 속에 숨은 조직문화",박신윤,2024-07-01,#혁신전략#경영자 마인드#조직문화 구축,
영상,조직,직원경험의 관리 포인트,장영균(서강대),2024-07-01,#직원경험#경험 관리#인재밀도 높이기,
영상,인문,프리토타입으로 아이디어를 검증하라,박성준,2024-07-01,#창의적 사고#프리토타입#창의성,
영상,인문,공포를 통제하라! 마라톤 전투,이세환,2024-07-01,#위기대응#밀리터리 세계사#리더십,
영상,경영,"초고령사회의 뉴노멀, ‘신노년’의 탄생",전영수,2024-07-01,#인구 트렌드#전략#신노년,
영상,경영,위기관리는 곧 이해관계자 관리,김자영,2024-07-01,#위기관리#전략적 커뮤니케이션#이해관계자 관리,
영상,경영,사업가는 폼 잡는 대신 이것을 잡는다,유영만,2024-07-01,#전략#사업가의 경쟁력#사업자와 사업가,
영상,인문,"침묵과 고독 마주하기, 에드워드 호퍼",윤현희,2024-07-01,#삶의 통찰#심리학 미술관에 가다#에드워드 호퍼,
영상,경영,왜 명품 브랜드들이 중고 패션 시장에 나설까?,김용섭,2024-07-01,#변화#트렌드 인사이트#패션 시장,
영상,경영,"인구 위기 메가 트렌드, '중년시장'을 주목하라",전영수,2024-07-01,#중년 시장#인구 트렌드#전략,
영상,경영,"정신력으로 버티지 말고, 체력으로 돌파하라",유영만,2024-07-01,#체력#전략#사업가의 경쟁력,
영상,인문,양자컴퓨터가 여는 새로운 미래,박권,2024-07-01,#양자 컴퓨터#양자역학#혁신,
영상,경영,결국 클린테크가 새로운 부의 중심이 된다,김용섭,2024-07-01,#변화#클린테크#트렌드 인사이트,
영상,인문,"내면의 울림을 전달하다, 마크 로스코",윤현희,2024-07-01,#마크 로스코#삶의 통찰#심리학 미술관에 가다,
영상,조직,탁월한 직원경험을 디자인하라,김주수,2024-07-01,#직원경험#조직문화 구축#HR Trend,
영상,경영,"인구 감소 디스토피아의 희망, 기업 주도형 인구 대책",전영수,2024-07-01,#인구 트렌드#전략#인구 위기,
영상,인문,결국엔 인간성이다. 펠로폰네소스 전쟁,이세환,2024-07-01,#밀리터리 세계사#리더십#리더의 인간성,
영상,조직,"뉴 노멀 시대, 다양성이 왜 중요할까요?",이종구,2024-07-01,#DEI#기업문화#오픈과 협업,
영상,경영,"루머 대응, 일관성있는 행동으로 보여줘라",김자영,2024-07-01,#위기관리#전략적 커뮤니케이션#진정성,
영상,경영,"타임머신 경영과 공간 혁명, 롯데",서용구,2024-07-01,#롯데#혁신#K-경영,
영상,경영,"디지털 시대, 모든 것을 재정의하라",조용민,2024-07-01,#데이터 분석#언바운드#혁신,
영상,인문,"독립을 위해 싸운 생명의 물, 활명수",휴넷리더십센터,2024-07-01,#브랜드 관리#활명수#히트의 탄생,
영상,경영,비정상적인 방법으로 정상에 도달하라,유영만,2024-07-01,#전략#비정상적인 발상#사업가의 경쟁력,
영상,조직,직원들의 목소리에 귀 기울여라,김주수,2024-07-01,#심리적 안전감#조직문화 구축#HR Trend,
영상,인문,"배고픈 국민을 구해낸 소울푸드, 삼양라면",휴넷리더십센터,2024-07-01,#브랜드 관리#삼양라면#히트의 탄생,
영상,경영,"당신은 설명하는 사업자입니까, 설득하는 사업자입니까?",유영만,2024-07-01,#설득#전략#사업가의 경쟁력,
영상,인문,"이해없이 혁신없다, 나이팅게일과 크림전쟁",이세환,2024-07-01,#밀리터리 세계사#기술혁신#리더십,
영상,조직,AI는 왜 다양성 문제를 일으킬까요?,이종구,2024-07-01,#DEI#AI#오픈과 협업,
영상,경영,"우리 기업의 휴가 제도, 정말 최선일까요?",김홍재,2024-07-01,#휴가제도#운영관리#업무 공간,
영상,경영,과시적 비소비가 왜 새로운 욕망이 되었는가?,김용섭,2024-07-01,#변화#트렌드 인사이트#과시 방법,
영상,경영,변해야산다? 그린기업으로 변신하는 기업들,정도진,2024-07-01,#재무관리#회계#탄소중립,
영상,인문,"70년을 지켜온 맑고 깨끗한 맛, 칠성사이다",휴넷리더십센터,2024-07-01,#브랜드 관리#칠성 사이다#히트의 탄생,
영상,인문,"양자역학, 우주의 존재를 설명하다",박권,2024-07-01,#양자역학#혁신#힘과 질량,
영상,인문,가장 개인적인 것이 가장 창의적인 것이다,휴넷리더십센터,2024-07-01,#창의적 사고#마틴 스코세이지#평범과 위대함 사이,
영상,인문,시스템은 완전한가,박병하,2024-07-01,#문제해결 접근법#수학 인문을 말하다#유클리드 원론,
영상,경영,진정성 있는 태도로 부정적인 여론에 대처하라,김자영,2024-07-01,#위기관리#전략적 커뮤니케이션#여론 관리,
영상,조직,자본주의의 시대는 가고 인재주의 시대가 오다,김봉준,2024-07-01,#인재주의#인재#인재밀도 높이기,
영상,경영,K-스타벅스의 성공을 부른 지도력,김이재,2024-07-01,#지도력#혁신#지도로 읽는 부와 권력의 미래,
영상,경영,ESG 워싱과 ESG 쇼잉,김용섭,2024-07-01,#변화#트렌드 인사이트#ESG,
영상,경영,글로벌 삼성을 만든 지역전문가의 힘,김이재,2024-07-01,#정보수집#혁신#지도로 읽는 부와 권력의 미래,
영상,조직,100년 전 성공법을 리셋하라,장은지,2024-07-01,#지속가능한 성장#리셋하고 리드하라#조직문화 구축,
영상,조직,HR Big Change : 스킬에 집중하라,김주수,2024-07-01,#스킬#조직문화 구축#HR Trend,
영상,경영,포스코의 레드 퀸 효과는 무엇이 달랐나,유규창,2024-07-01,#포스코#혁신#K-경영,
영상,인문,변하고 변해도,박병하,2024-07-01,#사고의 전환#문제해결 접근법#수학 인문을 말하다,
영상,경영,게임의 법칙을 바꾸는 신사업을 찾아라,이준희,2024-07-01,#변화관리#사업성 판단#신사업전략,
영상,경영,"위기의 골든타임, 기업의 운명을 바꾼다",김자영,2024-07-01,#위기관리#전략적 커뮤니케이션#대응 전략,
영상,경영,우리의 일상을 장악한 디지털 지도들,김이재,2024-07-01,#지도력#혁신#지도로 읽는 부와 권력의 미래,
영상,경영,"Connect Everything, 이것이 바로 카카오스러움이다",김연성,2024-07-01,#카카오#혁신#K-경영,
영상,경영,"배달앱의 영웅, 배달의 민족",정도진,2024-07-01,#재무관리#회계#고정비의 레버리지 효과,
영상,경영,[리테일테크] 넥스트 레벨을 준비하는 쿠팡,서용구,2024-07-01,#고객 니즈#혁신#K-경영,
영상,경영,고객경험을 디자인하라,이준희,2024-07-01,#변화관리#고객경험#신사업전략,
영상,경영,지리를 넘어 커넥토그래피로 업그레이드하라!,김이재,2024-07-01,#커넥토그래피#혁신#지도로 읽는 부와 권력의 미래,
영상,경영,"SNS 위기관리, 무엇이 다른가",김자영,2024-07-01,#위기관리#전략적 커뮤니케이션#SNS,
영상,인문,"아웃사이더가 그린 침묵의 시, 빌헬름 하메르스회",윤현희,2024-07-01,#삶의 통찰#심리학 미술관에 가다#하메르스,
영상,경영,진정성의 시대가 온다,조용민,2024-07-01,#언바운드#진정성#혁신,
영상,경영,디지털 비즈니스 모델은 어떻게 완성되는가,이준희,2024-07-01,#변화관리#디지털 전환#신사업전략,
영상,인문,스스로 브랜드가 된 마이클 조던,휴넷리더십센터,2024-07-01,#브랜드 관리#마이클 조던#영향력,
영상,경영,"SK, 딥체인지로 날아오르다",김성회,2024-07-01,#SK#혁신#K-경영,
영상,조직,[HR Digital] 데이터를 통해 HR을 강화하라,한광모,2024-07-01,#HR전략#조직문화 구축#HR Trend,
영상,경영,사용자 관점에서 디자인하라,조용민,2024-07-01,#사용자 친화성#언바운드#혁신,
영상,경영,위기대응 메시지는 전략적 커뮤니케이션이다,김자영,2024-07-01,#위기관리#전략적 커뮤니케이션#메시지,
영상,경영,kakao의 M&A 덫 : 영업권을 아시나요?,정도진,2024-07-01,#재무관리#인수합병#회계,
영상,생각,히틀러가 민중의 마음을 휘어잡은 순간,썬킴,2024-07-01,#리더십#민심의 흐름#역사 속 리더들,
영상,인문,우주는 파동이다,박권,2024-07-01,#파동#양자역학#혁신,
영상,인문,"물리적 온도와 마음의 온도, 차일드 하삼",윤현희,2024-07-01,#차일드 하삼#삶의 통찰#심리학 미술관에 가다,
영상,조직,"HR의 디지털 트랜스포메이션, HRIS",한광모,2024-07-01,#조직문화 구축#HR Trend#HRIS 솔루션,
영상,조직,우리 기업은 CDO가 필요할까요?,이종구,2024-07-01,#DEI#CDO#오픈과 협업,
영상,경영,"기업가치의 결정손익, 넷플릭스",정도진,2024-07-01,#재무관리#영업이익#회계,
영상,경영,주 4일제는 하루 더 놀자는게 아니다,김용섭,2024-07-01,#변화#주 4일제#트렌드 인사이트,
영상,경영,"Funemployment, 왜 실직에서 재미를 찾을까?",김용섭,2024-07-01,#변화#트렌드 인사이트#Funemployment,
영상,경영,"3050 남성을 사로잡은 패션 큐레이션, 댄블",김희수,2024-07-01,#댄블#90년대생 CEO#전략,
영상,경영,"직급체계의 새로운 대안, 레벨제",김주수,2024-07-01,#인사/조직#레벨제#HR미래전략,
영상,인문,"세계를 놀라게 한 금속 기술, 도루코",휴넷리더십센터,2024-07-01,#브랜드 관리#도루코#히트의 탄생,
영상,인문,"인간, 질문하며 인공지능과 협업하다",정재승,2024-07-01,#인재#인공지능 #chat GPT혁명,
영상,인문,우리는 왜 조상님을 산에 모실까?,임우진,2024-07-01,#건축과 공간#보이지 않는 도시#페르라세즈 공동묘지,
영상,경영,제품의 70%는 세계 최초인 기업,휴넷리더십센터,2024-07-01,#고객중심#키엔스#전략,
영상,경영,"한국의 모순 경영전략, 은근하게 빨리빨리",유건재,2024-07-01,#모순#전략#K-경영,
영상,인문,"인간지능과 인공지능, 무엇이 다를까?",이상완,2024-07-01,#인간지능#인공지능 #AI Strategy,
영상,경영,'One Size Fit All'에서 벗어나라,김주수,2024-07-01,#인사/조직#직무관리#HR미래전략,
영상,경영,키엔스의 인재관리 비결,휴넷리더십센터,2024-07-01,#인사/조직#인재 관리#키엔스,
영상,인문,한국의 남향집은 더 이상 밝지 않다,임우진,2024-07-01,#건축과 공간#보이지 않는 도시#삶의 모습,
영상,인문,"인간의 뇌와 인공 신경망, 무엇이 다를까?",이상완,2024-07-01,#인공신경망#인공지능 #AI Strategy,
영상,경영,고령화 시대에 필요한 HR전략은 무엇일까?,김주수,2024-07-01,#인사/조직#고령화#HR미래전략,
영상,인문,"보이지 않던 공간, 새로운 시선으로 밝히다",임우진,2024-07-01,#건축가#건축과 공간#보이지 않는 도시,
영상,인문,AI 레드오션 속 블루오션을 찾아라,이상완,2024-07-01,#블루오션#인공지능 #AI Strategy,
영상,경영,빙그레우스에서 찾은 한국적 모순 경영전략,유건재,2024-07-01,#모순#전략#K-경영,
영상,경영,술과 담배가 시시해진 Z세대의 소버 라이프,김용섭,2024-07-01,#변화#트렌드 인사이트#Z세대,
영상,경영,"저성장의 돌파구, 글로벌로 진출하라",휴넷리더십센터,2024-07-01,#경영철학#키엔스#혁신,
영상,경영,"리세션 시대, 당신의 HR 컨틴전시 플랜은?",김주수,2024-07-01,#인사/조직#리세션#HR미래전략,
영상,인문,초거대 인공지능의 디스토피아,이상완,2024-07-01,#디스토피아#인공지능 #AI Strategy,
영상,생각,AI 시대의 문제 해결 마인드셋: 탐험력＆질문력,김상균,2024-07-01,# 질문력#문제해결 접근법#AI Strategy,
영상,생각,"생각의 전환을 이끄는 힘, 데이터 리터러시",조용민,2024-07-01,# 데이터리터러시#언바운드#사용자중심,
영상,생각,AI 시대 명확하고 간결한 메시지 전달,희렌최,2024-07-01,#비즈니스 말하기#AI,
영상,조직,퍼실리테이터를 키워라,김성남,2024-07-01,#퍼실리테이터# 변화의 시대#인재밀도 높이기,
영상,조직,직무적합성을 평가하는 10분 면접 노하우,조지용,2024-07-01,#인사/조직#채용면접 스킬#면접질문 기법#직무역량 평가#직무중심 채용,
영상,성과,"브랜딩의 핵심 구성요소, 관점과 다움",이성길,2024-07-01,#커뮤니케이션#브랜딩#마케팅의 본질,
영상,관계,잘파세대가 온다,이민영,2024-07-01,#갈등관리#커뮤니케이션#팀워크# 세대이해#알파세대,
영상,생각,잘파세대의 부상 : 다가올 소비 주체의 비밀 코드,황지영,2024-07-01,#커뮤니케이션#고객경험#디지털 네이티브# 세대이해#알파세대 트렌드,
영상,경영,비즈니스는 현장에서 시작된다,휴넷리더십센터,2024-07-01,#운영관리#영업#키엔스,
영상,경영,직무급은 지속가능 임금체계의 조건이 될까?,김주수,2024-07-01,#인사/조직#임금체계#HR미래전략,
영상,인문,서촌과 북촌 그리고 오버투어리즘,정윤수,2024-07-01,#공간이야기#오버투어리즘#도시개발,
영상,인문,"정성이 담긴 장맛의 계승, 샘표 간장",휴넷리더십센터,2024-07-01,#브랜드 관리#샘표#히트의 탄생,
영상,경영,소비자를 열광하게 하라,박노성,2024-07-01,#브랜드 관리#마케팅#RE: 마케팅하라!,
영상,인문,"영원한 나의 문구 친구, 모나미",휴넷리더십센터,2024-07-01,#브랜드 관리#모나미#히트의 탄생,
영상,경영,넥스트 팬데믹이 내일 발생한다면?,김홍재,2024-07-01,#운영관리#컨틴전시 플랜#업무 공간,
영상,경영,비즈니스 모델의 한계를 극복하는 디지털 트랜스포메이션,박희준,2024-07-01,#디지털 트윈#혁신#플랫포노베이션,
영상,인문,"한국인이 사랑하는 술, 진로",휴넷리더십센터,2024-07-01,#브랜드 관리#진로#히트의 탄생,
영상,경영,디지털 노마드 비자와 워케이션,김용섭,2024-07-01,#변화#트렌드 인사이트#업무 환경,
영상,경영,결혼식 축의금을 안내겠다는 사람들,김용섭,2024-07-01,#변화#트렌드 인사이트#라이프 스타일,
영상,조직,Anti Handbook! 규칙을 거부하는 테슬라의 컬처덱,박창선,2024-07-01,#Culture Deck#핵심가치#조직문화 구축,
